,Brand,Current_price,Discount,Avg_review_outof5,Num_reviews,Product_category,Date_retrieved
MPG Back Country Long Sleeve Top - Women's,MPG,44.78,44,4,3,clothing,2020-10-17
Tentree Forest Tank - Women's,Tentree,34.95,0,0,0,clothing,2020-10-17
MPG Dare High Waisted Capri Plus - Women's,MPG,33.03,44,0,0,clothing,2020-10-17
Picture Tily Tee - Women's,Picture,29.94,50,0,0,clothing,2020-10-17
MPG Ethos Short Sleeve T-Shirt - Women's,MPG,34.95,0,0,0,clothing,2020-10-17
Smartwool Curated Valley Delight No Show Socks - Women's,Smartwool,19.95,0,0,0,clothing,2020-10-17
Wallaroo Sydney Hat - Women's,Wallaroo,59.95,0,4.7,15,clothing,2020-10-17
June Swimwear Cabo Eco Bikini Bottoms - Women's,June Swimwear,25.93,70,2.8,5,clothing,2020-10-17
Arc'teryx Durant Gore-Tex Coat - Women's,Arc'teryx,559.96,20,4,21,clothing,2020-10-17
Wallaroo Catalina Hat - Women's,Wallaroo,64.95,0,4.8,4,clothing,2020-10-17
Toad &Co Intermosso Hooded Dress - Women's,Toad,99.95,0,5,3,clothing,2020-10-17
MEC Synergy Gore-Tex Pants - Women's,MEC,181.98,44,4.3,6,clothing,2020-10-17
The North Face Get Out There Long Full Zip - Women's,The North Face,111.99,44,5,2,clothing,2020-10-17
Wallaroo Tahiti Hat - Women's,Wallaroo,69.95,0,5,2,clothing,2020-10-17
TYR Alliance Splice Top - Women's,TYR,49.95,0,5,1,clothing,2020-10-17
Patagonia Cotton Quilt Crew - Women's,Patagonia,125,0,5,1,clothing,2020-10-17
NRS Hydroskin 0.5mm Jacket - Women's,NRS,152.95,0,5,1,clothing,2020-10-17
The North Face Crescent Wrap - Women's,The North Face,103.97,20,5,1,clothing,2020-10-17
Lenz Heat Gloves 4.0 (Batteries Sold Separately) - Women's,Lenz,289.95,0,4,2,clothing,2020-10-17
Vuori Summits Woven Shorts - Women's,Vuori,47.58,44,4,2,clothing,2020-10-17
The North Face North Dome Pants - Women's,The North Face,95.97,20,3.8,5,clothing,2020-10-17
Patagonia Venga Rock Pants - Women's,Patagonia,76.3,30,0,0,clothing,2020-10-17
Pistil Juliette Hat - Women's,Pistil,39.95,0,0,0,clothing,2020-10-17
Patagonia Micro Puff Jacket - Women's,Patagonia,315,0,0,0,clothing,2020-10-17
Houdini Drifter Top - Women's,Houdini,55.93,30,0,0,clothing,2020-10-17
Houdini Cross Step Hipster - Women's,Houdini,48.93,30,0,0,clothing,2020-10-17
Levis Original Trucker Jacket - Women's,Levis,61.58,44,0,0,clothing,2020-10-17
The North Face HyperLayer FD Short Sleeve V-Neck - Women's,The North Face,25.19,44,0,0,clothing,2020-10-17
Vuori Energy Top - Women's,Vuori,64.95,0,0,0,clothing,2020-10-17
Patagonia Sunshade Hoody - Women's,Patagonia,69.3,30,0,0,clothing,2020-10-17
The North Face Sleeveless Bayward Top - Women's,The North Face,31.19,52,0,0,clothing,2020-10-17
Mammut Masao Light HS Hooded Jacket - Women's,Mammut,449.95,0,0,0,clothing,2020-10-17
The North Face A-Cad Bib - Women's,The North Face,699.99,0,0,0,clothing,2020-10-17
Prana Deysi Top - Women's,Prana,19.58,44,0,0,clothing,2020-10-17
Darn Tough Outer Limits Over-the-Calf Padded Light Cushioning Socks - Women's,Darn Tough,36.95,0,0,0,clothing,2020-10-17
Darn Tough Snowflake Over-the-Calf Cushion Ski Socks - Women's,Darn Tough,34.95,0,0,0,clothing,2020-10-17
Picture Tanya Jacket - Women's,Picture,211.17,36,0,0,clothing,2020-10-17
Sportful Queen Tights - Women's,Sportful,107.22,35,0,0,clothing,2020-10-17
Darn Tough Cushion Ski Socks - Women's,Darn Tough,34.95,0,0,0,clothing,2020-10-17
TYR Perseus Alliance Splice Maxfit One Piece - Women's,TYR,49.99,41,0,0,clothing,2020-10-17
Toad &Co Cabin Fever Cardigan - Women's,Toad,119.98,52,0,0,clothing,2020-10-17
MEC All Day Essentials Mock Neck Dress - Women's,MEC,69.95,0,0,0,clothing,2020-10-17
Pistil Jest Sport Cap - Women's,Pistil,34.95,0,0,0,clothing,2020-10-17
Billabong Blue By U Tropic Bikini Bottoms - Women's,Billabong,29.93,50,0,0,clothing,2020-10-17
The North Face Summit L3 Ventrix VRT Hoodie - Women's,The North Face,329.99,0,0,0,clothing,2020-10-17
NRS Hydroskin 0.5mm Shorts - Women's,NRS,92.95,0,0,0,clothing,2020-10-17
June Swimwear Simonne Bikini Top - Women's,June Swimwear,44.93,31,0,0,clothing,2020-10-17
June Swimwear Yvonne Bikini Bottom - Women's,June Swimwear,44.93,31,0,0,clothing,2020-10-17
June Swimwear Sofia One Piece Swimsuit - Women's,June Swimwear,90.93,30,0,0,clothing,2020-10-17
Kombi P3 Touch Screen Liner Mitt - Women's,Kombi,29.95,0,0,0,clothing,2020-10-17
Kombi Re-Knit Liner Glove - Women's,Kombi,34.95,0,0,0,clothing,2020-10-17
Stance Bailey Tab Run Socks - Women's,Stance,28.95,0,0,0,clothing,2020-10-17
Fjallraven Abisko Midsummer Shorts - Women's,Fjallraven,134.95,0,0,0,clothing,2020-10-17
Indygena Celena Top - Women's,Indygena,89.94,40,0,0,clothing,2020-10-17
The North Face Himalayan Bottle Source Long Sleeve T-Shirt - Women's,The North Face,49.99,0,0,0,clothing,2020-10-17
Smartwool Merino 150 Lace Bikini - Women's,Smartwool,34.95,0,0,0,clothing,2020-10-17
Smartwool Seamless Bikini - Women's,Smartwool,44.95,0,0,0,clothing,2020-10-17
Indygena Ayaba Leggero Parka - Women's,Indygena,599.95,0,0,0,clothing,2020-10-17
Houdini Cosmo Top - Women's,Houdini,64.94,50,0,0,clothing,2020-10-17
Houdini Long Sleeve Cover Crew Top - Women's,Houdini,69.94,50,0,0,clothing,2020-10-17
Rab Cirrus Flex Vest - Women's,Rab,174.95,0,0,0,clothing,2020-10-17
The North Face Everyday High Rise Pants Plus - Women's,The North Face,79.97,20,0,0,clothing,2020-10-17
The North Face Woodside Hemp Short Sleeve Top - Women's,The North Face,47.97,20,0,0,clothing,2020-10-17
The North Face Explore City Tunic - Women's,The North Face,63.97,20,0,0,clothing,2020-10-17
Toad &Co Grom Ringer Short Sleeve Tee - Women's,Toad,64.95,0,0,0,clothing,2020-10-17
Vuori Restore Crew - Women's,Vuori,96.95,0,0,0,clothing,2020-10-17
Indygena Milgin III Long Sleeve Crew - Women's,Indygena,84.95,0,0,0,clothing,2020-10-17
Cotopaxi Dorado Half Zip Fleece - Women's,Cotopaxi,129.95,0,0,0,clothing,2020-10-17
Patagonia Capilene Cool Trail Bike Henley - Women's,Patagonia,69,0,0,0,clothing,2020-10-17
Patagonia Cap Cool Trail Tank - Women's,Patagonia,45,0,0,0,clothing,2020-10-17
Patagonia Fleetwith Dress - Women's,Patagonia,95,0,0,0,clothing,2020-10-17
Patagonia Lost Wildflower Dress - Women's,Patagonia,189,0,0,0,clothing,2020-10-17
Patagonia Alpine Valley Dress - Women's,Patagonia,59.93,37,0,0,clothing,2020-10-17
Picture Seen Jacket - Women's,Picture,379.95,0,0,0,clothing,2020-10-17
Kombi Explorer Gloves - Women's,Kombi,139.95,0,0,0,clothing,2020-10-17
Picture Exa Pants - Women's,Picture,234.95,0,0,0,clothing,2020-10-17
Pistil Piper Hat - Women's,Pistil,34.95,0,0,0,clothing,2020-10-17
Pistil Ziti Infinity Scarf - Women's,Pistil,54.95,0,0,0,clothing,2020-10-17
Speedo Solid Moderate Ultraback Plus Size Swimsuit - - Women's,Speedo,83.95,0,0,0,clothing,2020-10-17
Carve Designs Dawson Short Sleeve Rashguard - Women's,Carve Designs,32.93,45,3.5,2,clothing,2020-10-17
Rab Nexus Jacket - Women's,Rab,139.95,0,3,1,clothing,2020-10-17
Showers Pass Refuge Waterproof Cycling Pants - Women's,Showers Pass,299.95,0,3,2,clothing,2020-10-17
Mammut Courmayeur SO Pants - Women's,Mammut,184.78,44,2.5,2,clothing,2020-10-17
Prana Alberta Reversible Sweater - Women's,Prana,63.2,55,1,1,clothing,2020-10-17
Odlo Performance Warm Base Layer Bottoms - Women's,Odlo,89.95,0,1,1,clothing,2020-10-17
,Brand,Current_price,Discount,Avg_review_outof5,Num_reviews,Product_category,Date_retrieved
Kodiak Mahone Waterproof SaltShield Insulated Boots - Women's,Kodiak,179.95,0,5,1,footwear,2020-10-17
UGG Adirondack Boots - Women's,UGG,289.95,0,4.7,526,footwear,2020-10-17
Columbia Slopeside Village Omni Heat Mid Winter Boots - Women's,Columbia,139.95,0,0,0,footwear,2020-10-17
Crocs Classic Clog - Women's,Crocs,49.95,0,4.6,11847,footwear,2020-10-17
Oboz Bridger Mid Bdry Hiking Shoes - Women's,Oboz,219.95,0,4.2,33,footwear,2020-10-17
Keen Revel IV Mid Polar Waterproof Winter Boots - Women's,Keen,229.95,0,0,0,footwear,2020-10-17
Zamberlan 320 Trail Lite Evo Gore-Tex Hiking Boots - Women's,Zamberlan,269.95,0,4.1,11,footwear,2020-10-17
Salomon X Ultra 3 Gore-Tex Light Trail Shoes - Women's,Salomon,179.95,0,4.3,56,footwear,2020-10-17
Keen Pyrenees Hiking Boots - Women's,Keen,219.95,0,3.7,14,footwear,2020-10-17
Blundstone Women's Series 1351 Boots - Women's,Blundstone,249.95,0,5,3,footwear,2020-10-17
Scarpa Kailash Plus Gore-Tex Backpacking Boots - Women's,Scarpa,339.95,0,4.6,9,footwear,2020-10-17
Oboz Juniper Mid B-Dry Waterproof Light Trail Shoes - Women's,Oboz,189.95,0,3.8,11,footwear,2020-10-17
Salomon Quest 4D 3 Gore-Tex Hiking Boots - Women's,Salomon,289.95,0,4.4,49,footwear,2020-10-17
Scarpa Moraine Mid Gore-Tex Light Trail Shoes - Women's,Scarpa,229.95,0,4.4,65,footwear,2020-10-17
Blundstone Women's Series 1352 Boots - Women's,Blundstone,249.95,0,5,2,footwear,2020-10-17
Oboz Sapphire Mid Bdry Light Trail Shoes - Women's,Oboz,199.95,0,4,11,footwear,2020-10-17
Oboz Sypes Mid Leather B-Dry Hiking Shoes - Women's,Oboz,209.95,0,0,0,footwear,2020-10-17
Brooks Adrenaline GTS 20 Road Running Shoes - Women's,Brooks,135.97,20,4.4,1638,footwear,2020-10-17
Salomon Outline Mid Gore-Tex Light Trail Shoes - Women's,Salomon,179.95,0,4.5,20,footwear,2020-10-17
Teva Original Universal Sandals - Women's,Teva,65,0,4.7,2991,footwear,2020-10-17
Scarpa Kailash Trek Gore-Tex Hiking Boots - Women's,Scarpa,299.95,0,4.4,9,footwear,2020-10-17
Salomon X Ultra Mid 3 Gore-Tex Light Trail Shoes - Women's,Salomon,199.95,0,3.9,64,footwear,2020-10-17
Keen Terradora II Mid Waterproof Light Trail Shoes - Women's,Keen,189.95,0,5,1,footwear,2020-10-17
Salomon OUTward Gore-Tex Hiking Boots - Women's,Salomon,229.95,0,5,3,footwear,2020-10-17
Teva Olowahu Sandals - Women's,Teva,35,0,4.7,2623,footwear,2020-10-17
Hoka One One Clifton 7 Road Running Shoes - Women's,Hoka,169.95,0,4.5,386,footwear,2020-10-17
Keen Targhee II Mid Waterproof Light Trail Shoes - Women's,Keen,189.95,0,3.7,3,footwear,2020-10-17
Forsake Patch Waterproof Light Hiking Boots - Women's,Forsake,189.95,50,4.6,207,footwear,2020-10-17
Keen Targhee III Low Waterproof Light Trail Shoes - Women's,Keen,179.95,0,5,1,footwear,2020-10-17
La Sportiva Nucleo High Gore-Tex Surround Light Trail Shoes - Women's,La Sportiva,249.95,0,4.7,22,footwear,2020-10-17
Salomon Vaya Gore-Tex Light Trail Shoes - Women's,Salomon,169.95,0,4.3,14,footwear,2020-10-17
Hoka One One Speedgoat 4 Gore-Tex Trail Running Shoes - Women's,Hoka,199.95,0,4.4,21,footwear,2020-10-17
Vasque St. Elias FG Gore-Tex Backpacking Boots - Women's,Vasque,239.95,0,4.8,8,footwear,2020-10-17
Salomon X Ultra Mid CS Waterproof Winter Boots - Women's,Salomon,199.95,0,3.9,8,footwear,2020-10-17
Zamberlan Vioz GT Gore-Tex Backpacking Boots - Women's,Zamberlan,299.95,0,4.3,77,footwear,2020-10-17
Salomon Sense Ride 3 Gore-Tex Invisible Fit Trail Running Shoes - Women's,Salomon,199.95,0,4,4,footwear,2020-10-17
"Xtratuf 6"" Ankle Rain Boots - Women's",Xtratuf,109.95,0,3.7,7,footwear,2020-10-17
Salomon Vaya Mid Gore-Tex Light Trail Shoes - Women's,Salomon,189.95,0,4.3,29,footwear,2020-10-17
Columbia Heavenly Omni-Heat Winter Boots - Women's,Columbia,169.95,0,4.5,301,footwear,2020-10-17
Salomon Speedcross 5 Gore-Tex Trail Running Shoes - Women's,Salomon,199.95,0,4.8,28,footwear,2020-10-17
Blundstone Women's Series 1448 Boots - Women's,Blundstone,249.95,0,4,4,footwear,2020-10-17
Zamberlan 330 Marie Gore-Tex Backpacking Boots - Women's,Zamberlan,319.95,0,4.2,4,footwear,2020-10-17
Darn Tough Midweight Hiker Boot Socks - Women's,Darn Tough,34.95,0,5,16,footwear,2020-10-17
Scarpa Moraine Gore-Tex Light Trail Shoes - Women's,Scarpa,219.95,0,5,3,footwear,2020-10-17
Salomon OUTline Gore-Tex Light Trail Shoes - Women's,Salomon,159.95,0,4.6,19,footwear,2020-10-17
Baffin Escalate Waterproof Winter Boots - Women's,Baffin,149.95,0,3.7,26,footwear,2020-10-17
Salomon Outblast TS Waterproof Winter Boots - Women's,Salomon,179.95,0,0,0,footwear,2020-10-17
Zamberlan 900 Rolle Evo 2 Gore-Tex Hiking Boots - Women's,Zamberlan,239.95,0,5,1,footwear,2020-10-17
"Xtratuf 15"" Salmon Sisters Legacy Rain Boots - Women's",Xtratuf,159.95,0,3.7,3,footwear,2020-10-17
Timberland Mount Hope Mid Leather/Fabric Waterproof Boots - Women's,Timberland,199.95,0,4.3,197,footwear,2020-10-17
Hoka One One Bondi 7 Road Running Shoes - Women's,Hoka,189.95,0,4.5,409,footwear,2020-10-17
Oboz Sawtooth II Low B-Dry Waterproof Light Trail - Women's,Oboz,179.95,0,4.8,6,footwear,2020-10-17
Brooks Ghost 13 Road Running Shoes - Women's,Brooks,169.95,0,4.5,685,footwear,2020-10-17
Zamberlan 1025 Tofane NW Gore-Tex Backpacking Boots - Women's,Zamberlan,449.95,0,5,1,footwear,2020-10-17
La Sportiva Bushido II Trail Running Shoes - Women's,La Sportiva,149.95,0,4.6,26,footwear,2020-10-17
Salomon OUTbound Gore-Tex Light Trail Shoes - Women's,Salomon,139.95,0,4.5,6,footwear,2020-10-17
Lowa Renegade Gore-Tex Mid Light Hiking Boots - Women's,Lowa,339.95,0,4,3,footwear,2020-10-17
Keen Greta Waterproof Winter Boots - Women's,Keen,219.95,0,0,0,footwear,2020-10-17
MEC Trailboost Merino Quarter Socks - Women's,MEC,14.95,0,5,2,footwear,2020-10-17
Teva Tirra Sandals - Women's,Teva,109.95,0,4.7,1308,footwear,2020-10-17
MEC Trailboost Merino Crew Socks - Women's,MEC,14.95,0,4.7,3,footwear,2020-10-17
Scarpa ZG Lite Gore-Tex Hiking Boots - Women's,Scarpa,249.95,0,5,5,footwear,2020-10-17
Smartwool PhD Outdoor Light Crew Socks - Women's,Smartwool,28.95,0,4.7,66,footwear,2020-10-17
Oboz Sawtooth II Mid B-Dry Waterproof Hiking Boots - Women's,Oboz,199.95,0,0,0,footwear,2020-10-17
On Cloud Reflective Waterproof Road Running Shoes - Women's,On,179.95,0,5,4,footwear,2020-10-17
La Sportiva Wildcat 2.0 Gore-Tex Trail Running Shoes - Women's,La Sportiva,174.95,0,4.2,18,footwear,2020-10-17
Darn Tough Hiker Cushion 1/4 Socks - Women's,Darn Tough,24.95,0,4.8,6,footwear,2020-10-17
Hoka One One Bondi 6 Road Running Shoes - Women's,Hoka,189.95,0,4.6,1107,footwear,2020-10-17
Arc'teryx Aerios FL Mid Gore-Tex Light Hiking Shoes - Women's,Arc'teryx,214.95,0,3.6,10,footwear,2020-10-17
Arc'teryx Norvan VT 2 Trail Running Shoes - Women's,Arc'teryx,189.95,30,4.4,10,footwear,2020-10-17
Muck Arctic Ice Arctic Grip Tall Winter Boots - Women's,Muck,229.95,0,0,0,footwear,2020-10-17
Darn Tough Three Peaks Light Cushion Hiker Micro Crew Socks - Women's,Darn Tough,27.95,0,5,2,footwear,2020-10-17
Salomon Vaya Powder TS CSWP Winter Boots - Women's,Salomon,199.95,0,0,0,footwear,2020-10-17
The North Face Ultra Fastpack IV Mid FutureLight Light Trail Shoes - Women's,The North Face,199.99,0,4.3,3,footwear,2020-10-17
On Cloud Road Running Shoes - Women's,On,159.95,0,5,3,footwear,2020-10-17
Sorel Lennox Lace Waterproof Boots - Women's,Sorel,189.95,0,5,1,footwear,2020-10-17
Arc'teryx Norvan LD 2 Trail Running Shoes - Women's,Arc'teryx,125.94,30,4,8,footwear,2020-10-17
Salomon XA Wild Gore-Tex Trail Running Shoes - Women's,Salomon,189.95,0,3.6,11,footwear,2020-10-17
Vasque Talus AT Ultradry Hiking Boots - Women's,Vasque,179.95,0,3.7,7,footwear,2020-10-17
Timberland Mt Hayes Waterproof Chukkas - Women's,Timberland,139.95,0,4.7,173,footwear,2020-10-17
Arc'teryx Norvan LD 2 Gore-Tex Trail Running Shoes - Women's,Arc'teryx,219.95,0,5,4,footwear,2020-10-17
Merrell Moab 2 Waterproof Light Trail Shoes - Women's,Merrell,159.95,0,3.6,5,footwear,2020-10-17
Scarpa Mojito Shoes - Women's,Scarpa,107.93,40,4.8,6,footwear,2020-10-17
Hoka One One Speedgoat 4 Trail Running Shoes - Women's,Hoka,189.95,0,4.1,91,footwear,2020-10-17
La Sportiva Spire Gore-Tex Surround Light Trail Shoes - Women's,La Sportiva,209.95,0,4.6,11,footwear,2020-10-17
Keen Terradora II Waterproof Light Trail Shoes - Women's,Keen,174.95,0,3,4,footwear,2020-10-17
La Sportiva Stream Gore-Tex Surround Light Trail Shoes - Women's,La Sportiva,229.95,0,5,4,footwear,2020-10-17
Smartwool Hike Light Under the Stars Print Crew Socks - Women's,Smartwool,26.95,0,0,0,footwear,2020-10-17
Darn Tough Good Witch Crew Light Socks - Women's,Darn Tough,26.95,0,3.7,15,footwear,2020-10-17
Timberland Mt Maddsen Mid Leather Waterproof Hiking Boot - Women's,Timberland,139.95,0,4.4,116,footwear,2020-10-17
On Cloudventure Waterproof Trail Running Shoes - Women's,On,209.95,0,3.7,6,footwear,2020-10-17
Keen Greta Tall Waterproof Winter Boots - Women's,Keen,239.95,0,0,0,footwear,2020-10-17
Vasque Breeze AT Mid Gore-Tex Hiking Boots - Women's,Vasque,199.95,0,2.8,4,footwear,2020-10-17
New Balance Minimus 10v1 Trail Running Shoes - Women's,New Balance,149.95,44,4,9,footwear,2020-10-17
Darn Tough Light Hiker Light Cushion Micro Crew Socks - Women's,Darn Tough,27.95,0,5,1,footwear,2020-10-17
Saucony Peregrine 10 Trail Running Shoes - Women's,Saucony,149.95,0,3,2,footwear,2020-10-17
Vasque Breeze LT Low Gore-Tex Light Trail Shoes - Women's,Vasque,189.95,0,4.5,11,footwear,2020-10-17
Salomon XA Pro 3D v8 Gore-Tex Trail Running Shoes - Women's,Salomon,199.95,0,3.7,6,footwear,2020-10-17
Brooks Cascadia 14 Trail Running Shoes - Women's,Brooks,111.93,30,3.7,115,footwear,2020-10-17
Oboz Sawtooth II Light Trail Shoes - Women's,Oboz,149.95,0,4,1,footwear,2020-10-17
Keen Presidio II Shoes - Women's,Keen,149.95,0,4.7,7,footwear,2020-10-17
Darn Tough Twisted Garden Crew Light Socks - Women's,Darn Tough,27.95,0,0,0,footwear,2020-10-17
Salomon Outbound Light Trail Shoes - Women's,Salomon,69.93,42,2.8,6,footwear,2020-10-17
Scarpa Mont Blanc Pro Mountaineering Boots - Women's,Scarpa,628.95,0,0,0,footwear,2020-10-17
Merrell Trail Glove 5 Eco Trail Running Shoes - Women's,Merrell,159.95,25,0,0,footwear,2020-10-17
New Balance Summit Unknown v2 Trail Running Shoes - Women's,New Balance,149.95,0,0,0,footwear,2020-10-17
Darn Tough Phat Witch Crew Light Cushion Socks - Women's,Darn Tough,29.95,0,5,2,footwear,2020-10-17
Saucony Ride ISO 2 Road Running Shoes - Women's,Saucony,111.94,30,0,0,footwear,2020-10-17
MEC Shoreline Flip Flops - Women's,MEC,10.93,52,4.4,10,footwear,2020-10-17
La Sportiva Trango Tower Gore-Tex Mountaineering Boots - Women's,La Sportiva,474.95,0,0,0,footwear,2020-10-17
Saucony Versafoam Excursion TR 13 Gore-Tex - Women's,Saucony,104.94,30,4,2,footwear,2020-10-17
Timberland Magby Low Chelsea Boots - Women's,Timberland,149.95,0,4.3,57,footwear,2020-10-17
Keen Explore Low Waterproof Light Trail Shoes - Women's,Keen,149.95,0,3,4,footwear,2020-10-17
Darn Tough Vertex Ultra Light Cushion Crew - Women's,Darn Tough,25.95,0,5,1,footwear,2020-10-17
Merrell Siren Edge 3 Light Trail Shoes - Women's,Merrell,139.95,0,5,2,footwear,2020-10-17
Teva Hurricane XLT 2 Sandals - Women's,Teva,99.95,0,4.6,642,footwear,2020-10-17
Kodiak Fernie Waterproof SaltShield Insulated Boots - Women's,Kodiak,179.95,0,4,1,footwear,2020-10-17
Darn Tough Bear Town Light Cushion Micro Crew Socks - Women's,Darn Tough,27.95,0,3,1,footwear,2020-10-17
Arc'teryx Konseal FL Gore-Tex Approach Shoes - Women's,Arc'teryx,109.93,50,1.5,2,footwear,2020-10-17
UGG Yose Waterproof Winter Boots - Women's,UGG,149.95,0,0,0,footwear,2020-10-17
Sorel Whitney II Short Lace Winter Boots - Women's,Sorel,149.95,0,0,0,footwear,2020-10-17
Hoka One One Torrent 2 Trail Running Shoes - Women's,Hoka,149.95,0,3.3,6,footwear,2020-10-17
Merrell MQM Flex 2 Mid Gore-Tex Invisible Fit Light Trail Shoes - Women's,Merrell,189.95,0,0,0,footwear,2020-10-17
Darn Tough Her Spur Light Cushion Hiker Boot Socks - Women's,Darn Tough,29.95,0,3,2,footwear,2020-10-17
Oboz Bozeman Low Leather Shoes - Women's,Oboz,159.95,0,0,0,footwear,2020-10-17
WrightSock Double Layer Coolmesh II Tab Socks - Women's,WrightSock,17.95,0,5,2,footwear,2020-10-17
Saucony Kinvara 11 Road Running Shoes - Women's,Saucony,139.95,0,4,1,footwear,2020-10-17
Merrell Siren Edge 3 Waterproof Light Trail Shoes - Women's,Merrell,159.95,0,1.8,4,footwear,2020-10-17
Salomon XA Pro 3D v8 Trail Running Shoes - Women's,Salomon,169.95,0,4,10,footwear,2020-10-17
Darn Tough Vertex Ultra Light Cushion No Show Running Socks - Women's,Darn Tough,22.95,0,5,2,footwear,2020-10-17
Keen Explore Mid Waterproof Light Trail Shoes - Women's,Keen,159.95,0,2.5,2,footwear,2020-10-17
Salomon X Raise Gore-Tex Light Trail Shoes - Women's,Salomon,159.95,0,1,1,footwear,2020-10-17
Merrell Moab 2 Mid Waterproof Hiking Shoes - Women's,Merrell,179.95,0,2.7,3,footwear,2020-10-17
Smartwool Sulawesi Stripe Crew Socks - Women's,Smartwool,24.95,0,4.2,42,footwear,2020-10-17
Heat Holders Original Cream Block Twist Lite Crew Socks - Women's,Heat Holders,12.99,0,0,0,footwear,2020-10-17
Smartwool Traditional Snowflake Socks - Women's,Smartwool,29.95,0,4.2,22,footwear,2020-10-17
Scarpa Maverick Mid Gore-Tex Hiking Boots - Women's,Scarpa,199.95,0,0,0,footwear,2020-10-17
Smartwool Hike Medium Crew Socks - Women's,Smartwool,24.95,0,4.8,86,footwear,2020-10-17
Sorel Out N About Plus Waterproof Boots - Women's,Sorel,129.95,0,4.7,502,footwear,2020-10-17
Blundstone Women's Series 1671 - Women's,Blundstone,249.95,0,3.3,3,footwear,2020-10-17
Smartwool Ethno Graphic Crew Socks - Women's,Smartwool,24.95,0,4.2,21,footwear,2020-10-17
Keen Newport H2 Sandals - Women's,Keen,119.95,0,4.5,46,footwear,2020-10-17
Lowa Mauria Gore-Tex Backpacking Boots - Women's,Lowa,419.95,0,0,0,footwear,2020-10-17
Merrell Fiery Gore-Tex Shoes - Women's,Merrell,159.95,0,2.2,5,footwear,2020-10-17
Darn Tough Stripes Hiker Micro Crew Cushion Socks - Women's,Darn Tough,28.95,0,0,0,footwear,2020-10-17
Darn Tough Treeline Cushion Micro Crew Socks - Women's,Darn Tough,29.95,0,0,0,footwear,2020-10-17
Darn Tough Solid Basic Crew Light Socks - Women's,Darn Tough,27.95,0,0,0,footwear,2020-10-17
Hoka One One ORA Recovery Shoes - Women's,Hoka,79.95,0,4.2,137,footwear,2020-10-17
Oboz Arete Low B-Dry Light Trail Shoes - Women's,Oboz,174.95,0,0,0,footwear,2020-10-17
Brooks Divide Trail Running Shoes - Women's,Brooks,139.95,0,4.5,94,footwear,2020-10-17
Injinji Trail Midweight Crew Coolmax Socks - Women's,Injinji,26.95,0,4,4,footwear,2020-10-17
Brooks Revel 4 Road Running Shoes - Women's,Brooks,129.95,0,4.4,150,footwear,2020-10-17
Merrell Moab 2 Vent Light Trail Shoes - Women's,Merrell,139.95,0,3,1,footwear,2020-10-17
Brooks Cascadia 15 Trail Running Shoes - Women's,Brooks,159.95,0,4.4,28,footwear,2020-10-17
Heat Holders Original Cream Block Twist Crew Socks - Women's,Heat Holders,15.99,0,0,0,footwear,2020-10-17
Baffin Flare Waterproof Winter Boots - Women's,Baffin,118.18,41,3.5,10,footwear,2020-10-17
The North Face Activist Mid FUTURELIGHT Light Trail Shoes - Women's,The North Face,89.93,53,3,2,footwear,2020-10-17
Sorel Out N About Plus Waterproof Sneakers - Women's,Sorel,129.95,0,4.6,276,footwear,2020-10-17
La Sportiva Trango Tech Leather Gore-Tex Mountaineering Boots - Women's,La Sportiva,329.95,0,0,0,footwear,2020-10-17
Brooks Cascadia 14 Gore-Tex Trail Running Shoes - Women's,Brooks,121.93,30,4.4,48,footwear,2020-10-17
Merrell Thermo Arc II 8 Waterproof Winter Boots - Women's,Merrell,219.95,0,3,22,footwear,2020-10-17
Darn Tough Vertex Quarter Ultralight Cushion Socks - Women's,Darn Tough,23.95,0,5,2,footwear,2020-10-17
New Balance 1400v6 Road Running Shoes - Women's,New Balance,129.95,0,5,2,footwear,2020-10-17
Teva Verra Sandals - Women's,Teva,99.95,0,4.6,479,footwear,2020-10-17
Forsake Range Low Waterproof Trail Shoes - Women's,Forsake,174.95,0,4.3,15,footwear,2020-10-17
Smartwool Margarita Crew Socks - Women's,Smartwool,24.95,0,4.6,76,footwear,2020-10-17
Darn Tough Greta Crew Light Socks - Women's,Darn Tough,27.95,0,0,0,footwear,2020-10-17
Zamberlan 331 Amalia Gore-Tex Hiking Boots - Women's,Zamberlan,309.95,0,4.3,3,footwear,2020-10-17
Timberland Sutherlin Bay Shootie Boots - Women's,Timberland,159.95,0,5,17,footwear,2020-10-17
Darn Tough Hiker Cushion Micro Crew Socks - Women's,Darn Tough,29.95,0,0,0,footwear,2020-10-17
Kamik Jessie Rain Boots - Women's,Kamik,79.95,0,0,0,footwear,2020-10-17
Ecco Exostride Synthetic Gore-Tex Sneakers - Women's,Ecco,199.95,0,0,0,footwear,2020-10-17
Altra Escalante 2 Road Running Shoes - Women's,Altra,174.95,40,5,1,footwear,2020-10-17
Ecco Soft 7 Sneakers - Women's,Ecco,199.95,0,2.5,2,footwear,2020-10-17
The North Face Ultra Fastpack IV FUTURELIGHT Light Trail Shoes - Women's,The North Face,132.94,30,3,1,footwear,2020-10-17
Columbia Newton Ridge Plus Hiking Boots - Women's,Columbia,139.95,0,4.6,313,footwear,2020-10-17
Reef Cushion Threads Flips - Women's,Reef,32.94,27,4,66,footwear,2020-10-17
Saucony Freedom 3 Road Running Shoes - Women's,Saucony,149.94,25,0,0,footwear,2020-10-17
