,Brand,Current_price,Discount,Avg_review_outof5,Num_reviews,Product_category,Subcategory,Date_retrieved
Recreational Barrel Works Plastic Barrel Lid,Recreational,12.97,35,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
GSI 4 Cup Espresso Maker Filter,GSI,1.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Magma Grill Light,Magma,34.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Katadyn Pocket Filter Element,Katadyn,234.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Katadyn Ceradyn (TRK) Ceramic Element,Katadyn,84.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
MSR HyperFlow Microfilter Maintenance Kit,MSR,24.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Katadyn Cyst Filter Replacement Pack,Katadyn,20.00,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Platypus GravityWorks In-Line Adapter,Platypus,10.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
MSR Fuel Bottle Stove Pump O-Ring,MSR,0.50,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
GSI Pioneer Sauce Pan,GSI,30.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
GSI Pioneer Pint,GSI,10.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
MSR WindBurner Pot 1.0L,MSR,94.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Platypus DuoLock Cap,Platypus,5.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
MSR Guardian Filter Replacement Cartridge,MSR,229.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
GSI Chef's Tools,GSI,32.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
MSR WindBurner Sauce Pot 2.5L,MSR,109.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
MSR SE200 12 Volt Auto Adaptor,MSR,11.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
MSR SE200 Power Supply Kit,MSR,49.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Primus Kuchoma Bag,Primus,49.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
RapidPure Trail Blazer Replacement Purifier,RapidPure,69.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Treehouse Mocha with Coffee Drinking Chocolate Single Serve,Treehouse,4.25,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Pelican ProGear 45 QT Wheel Cooler,Pelican,508.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Pelican ProGear 80 QT Wheel Cooler,Pelican,668.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Lodge 7 Piece Gourmet Set,Lodge,169.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
"Lodge Chef Style Square 11"" Grill Pan",Lodge,64.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Primus Skewers,Primus,19.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Ooni Pro Pizza Peel,Ooni,69.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Solo Stove Bonfire Stand,Solo Stove,94.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
OtterBox All-Terrain Wheels,OtterBox,299.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
OtterBox Tie Down Kit,OtterBox,49.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
OtterBox Bear Shields,OtterBox,129.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
OtterBox Side Table,OtterBox,89.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
OtterBox Trooper 20 Cooler,OtterBox,324.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Light My Fire ReKit BIO,Light,16.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
United By Blue Stainless Steel Growler,United,59.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Lifefactory Classic Cap,Lifefactory,5.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Purist Union Lid,Purist,24.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
MSR Emergency Home Water Filtration System,MSR,54.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Yeti Hopper M30 Cooler,Yeti,400.00,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Primus Essential Trek Pot 0.6L,Primus,34.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Nathan Quickshot Plus Hydration Flask 10oz,Nathan,29.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Coleman 70 QT Chest Cooler,Coleman,109.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Coleman 50 QT Extreme Wheeled Cooler,Coleman,99.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Coleman 28 QT Extreme Cooler,Coleman,59.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Happy Yak Ranchero Soup,Happy Yak,6.95,0,0.0,0,camping-and-hiking,kitchen-and-hydration,2020-10-20
Hydrapak Seeker 4L,Hydrapak,44.95,0,3.7,3,camping-and-hiking,kitchen-and-hydration,2020-10-20
GSI Glacier Stainless Steel Sierra Cup,GSI,11.95,0,3.5,2,camping-and-hiking,kitchen-and-hydration,2020-10-20
MSR Trail Base Water Filter Kit,MSR,189.95,0,3.5,2,camping-and-hiking,kitchen-and-hydration,2020-10-20
Jetboil Jetpower 100 Isobutane/Propane Fuel Canister,Jetboil,5.95,0,3.7,9,camping-and-hiking,kitchen-and-hydration,2020-10-20
MSR WindBurner Stock Pot 4.5L,MSR,134.95,0,3.0,1,camping-and-hiking,kitchen-and-hydration,2020-10-20
Kuju Coffee Pocket PourOver One-Cup Pouch Base Camp Blend Coffee,Kuju Coffee,2.90,0,3.0,1,camping-and-hiking,kitchen-and-hydration,2020-10-20
Optimus LPG Canister 220,Optimus,7.00,0,3.5,4,camping-and-hiking,kitchen-and-hydration,2020-10-20
Katadyn KFT Expedition Filter,Katadyn,2019.95,0,3.0,2,camping-and-hiking,kitchen-and-hydration,2020-10-20
GSI Coffee Percolator Bubble Top,GSI,5.95,0,2.0,1,camping-and-hiking,kitchen-and-hydration,2020-10-20
MSR Heat Exchanger Unit,MSR,49.95,0,3.5,8,camping-and-hiking,kitchen-and-hydration,2020-10-20
Hydrapak Expedition 8L,Hydrapak,88.95,0,2.5,2,camping-and-hiking,kitchen-and-hydration,2020-10-20
Primus OmniFuel II Stove,Primus,209.95,0,3.5,15,camping-and-hiking,kitchen-and-hydration,2020-10-20
GSI Halulite Pressure Cooker,GSI,79.95,0,3.2,13,camping-and-hiking,kitchen-and-hydration,2020-10-20
Platypus Meta Bottle Filter,Platypus,44.99,25,2.4,7,camping-and-hiking,kitchen-and-hydration,2020-10-20
GSI Soft Sided Condiment Bottle Set,GSI,13.95,0,2.0,16,camping-and-hiking,kitchen-and-hydration,2020-10-20
Coleman 2-Piece Propane Distribution Tree,Coleman,59.95,0,1.8,18,camping-and-hiking,kitchen-and-hydration,2020-10-20
,Brand,Current_price,Discount,Avg_review_outof5,Num_reviews,Product_category,Subcategory,Date_retrieved
Oboz Sapphire Mid Bdry Light Trail Shoes - Women's,Oboz,199.95,0,4.0,11,camping-and-hiking,hiking-footwear,2020-10-20
Salomon Vaya Gore-Tex Light Trail Shoes - Women's,Salomon,169.95,0,4.3,15,camping-and-hiking,hiking-footwear,2020-10-20
Oboz Bridger Mid Bdry Hiking Shoes - Women's,Oboz,219.95,0,4.2,33,camping-and-hiking,hiking-footwear,2020-10-20
MEC Trailboost Merino Crew Socks - Unisex,MEC,14.95,0,4.1,8,camping-and-hiking,hiking-footwear,2020-10-20
Salomon Outbound Light Trail Shoes - Men's,Salomon,69.93,42,5.0,3,camping-and-hiking,hiking-footwear,2020-10-20
J.B. Field's Super-Wool Hiker GX Socks - Unisex,J.B. Field's,10.95,0,3.9,126,camping-and-hiking,hiking-footwear,2020-10-20
MEC Kokanee Gaiters - Unisex,MEC,49.95,0,4.6,14,camping-and-hiking,hiking-footwear,2020-10-20
Zamberlan Vioz GT Gore-Tex Backpacking Boots - Men's,Zamberlan,299.95,0,4.3,181,camping-and-hiking,hiking-footwear,2020-10-20
Oboz Bridger Mid Bdry Hiking Shoes - Men's,Oboz,219.95,0,4.3,57,camping-and-hiking,hiking-footwear,2020-10-20
Salomon Quest 4D 3 Gore-Tex Hiking Boots - Women's,Salomon,289.95,0,4.4,49,camping-and-hiking,hiking-footwear,2020-10-20
Zamberlan 320 Trail Lite Evo Gore-Tex Hiking Boots - Women's,Zamberlan,269.95,0,4.1,11,camping-and-hiking,hiking-footwear,2020-10-20
Kahtoola NANOspikes Footwear Traction - Unisex,Kahtoola,59.95,0,4.6,57,camping-and-hiking,hiking-footwear,2020-10-20
Keen Pyrenees Hiking Boots - Women's,Keen,219.95,0,3.7,14,camping-and-hiking,hiking-footwear,2020-10-20
Kahtoola MICROspikes Traction Device - Unisex,Kahtoola,84.95,0,4.6,218,camping-and-hiking,hiking-footwear,2020-10-20
Salomon X Ultra Mid 3 Gore-Tex Light Trail Shoes - Men's,Salomon,199.95,0,4.3,178,camping-and-hiking,hiking-footwear,2020-10-20
Keen Targhee III Low Waterproof Light Trail Shoes - Men's,Keen,179.95,0,3.7,6,camping-and-hiking,hiking-footwear,2020-10-20
Oboz Sawtooth II Low B-Dry Waterproof Light Trail - Men's,Oboz,179.95,0,3.8,4,camping-and-hiking,hiking-footwear,2020-10-20
Salomon Outbound Gore-Tex Light Trail Shoes - Men's,Salomon,139.95,0,4.0,40,camping-and-hiking,hiking-footwear,2020-10-20
Zamberlan 309 Trail Lite Gore-Tex Hiking Boots - Men's,Zamberlan,249.95,0,5.0,9,camping-and-hiking,hiking-footwear,2020-10-20
Scarpa Kailash Plus Gore-Tex Backpacking Boots - Men's,Scarpa,339.95,0,4.5,13,camping-and-hiking,hiking-footwear,2020-10-20
Scarpa Moraine Mid Gore-Tex Light Trail Shoes - Women's,Scarpa,229.95,0,4.4,65,camping-and-hiking,hiking-footwear,2020-10-20
Keen Pyrenees Hiking Boots - Men's,Keen,219.95,0,3.8,10,camping-and-hiking,hiking-footwear,2020-10-20
Vasque St. Elias FG Gore-Tex Backpacking Boots - Women's,Vasque,239.95,0,4.8,8,camping-and-hiking,hiking-footwear,2020-10-20
Oboz Juniper Mid B-Dry Waterproof Light Trail Shoes - Women's,Oboz,189.95,0,3.8,11,camping-and-hiking,hiking-footwear,2020-10-20
Scarpa Kailash Trek Gore-Tex Hiking Boots - Men's,Scarpa,299.95,0,4.5,10,camping-and-hiking,hiking-footwear,2020-10-20
Salomon Quest 4D 3 Gore-Tex Hiking Boots - Men's,Salomon,289.95,0,4.3,174,camping-and-hiking,hiking-footwear,2020-10-20
Scarpa Kailash Trek Gore-Tex Hiking Boots - Women's,Scarpa,299.95,0,4.4,9,camping-and-hiking,hiking-footwear,2020-10-20
La Sportiva Nucleo High Gore-Tex Surround Light Trail Shoes - Women's,La Sportiva,249.95,0,4.7,22,camping-and-hiking,hiking-footwear,2020-10-20
Keen Targhee III Low Waterproof Light Trail Shoes - Women's,Keen,179.95,0,5.0,1,camping-and-hiking,hiking-footwear,2020-10-20
Forsake Patch Waterproof Light Hiking Boots - Women's,Forsake,189.95,0,4.6,207,camping-and-hiking,hiking-footwear,2020-10-20
Scarpa Kinesis Pro Gore-Tex Backpacking Boots - Men's,Scarpa,419.95,0,4.1,9,camping-and-hiking,hiking-footwear,2020-10-20
Salomon Outline Mid Gore-Tex Light Trail Shoes - Women's,Salomon,179.95,0,4.6,21,camping-and-hiking,hiking-footwear,2020-10-20
Vasque St. Elias FG Gore-Tex Backpacking Boots - Men's,Vasque,239.95,0,4.6,18,camping-and-hiking,hiking-footwear,2020-10-20
Salomon X Ultra 3 Gore-Tex Light Trail Shoes - Women's,Salomon,179.95,0,4.3,57,camping-and-hiking,hiking-footwear,2020-10-20
Scarpa Kailash Plus Gore-Tex Backpacking Boots - Women's,Scarpa,339.95,0,4.6,9,camping-and-hiking,hiking-footwear,2020-10-20
Zamberlan Vioz GT Gore-Tex Backpacking Boots - Women's,Zamberlan,299.95,0,4.3,77,camping-and-hiking,hiking-footwear,2020-10-20
Scarpa SL Active Backpacking Boots - Men's,Scarpa,389.95,0,4.4,10,camping-and-hiking,hiking-footwear,2020-10-20
Merrell Moab 2 Waterproof Light Trail Shoes - Men's,Merrell,159.95,0,2.7,27,camping-and-hiking,hiking-footwear,2020-10-20
Salomon OUTline Gore-Tex Trail Shoes - Men's,Salomon,159.95,0,4.5,26,camping-and-hiking,hiking-footwear,2020-10-20
La Sportiva Spire Gore-Tex Surround Light Trail Shoes - Men's,La Sportiva,209.95,0,4.6,16,camping-and-hiking,hiking-footwear,2020-10-20
Salomon X Ultra Mid 3 Gore-Tex Light Trail Shoes - Women's,Salomon,199.95,0,3.9,64,camping-and-hiking,hiking-footwear,2020-10-20
MEC Nylon Gaiters - Unisex,MEC,28.95,0,3.8,9,camping-and-hiking,hiking-footwear,2020-10-20
Keen Terradora II Mid Waterproof Light Trail Shoes - Women's,Keen,189.95,0,5.0,1,camping-and-hiking,hiking-footwear,2020-10-20
Wigwam Merino Comfort Hiker 2 Pack Socks - Unisex,Wigwam,33.95,0,3.4,9,camping-and-hiking,hiking-footwear,2020-10-20
Salomon OUTward Gore-Tex Hiking Boots - Women's,Salomon,229.95,0,4.8,4,camping-and-hiking,hiking-footwear,2020-10-20
Arc'teryx Aerios FL Mid Gore-Tex Light Hiking Shoes - Men's,Arc'teryx,214.95,0,4.1,41,camping-and-hiking,hiking-footwear,2020-10-20
Scarpa ZG Lite Gore-Tex Hiking Boots - Women's,Scarpa,249.95,0,5.0,5,camping-and-hiking,hiking-footwear,2020-10-20
Zamberlan Tofane NW GT Backpacking Boots - Men's,Zamberlan,449.95,0,4.6,48,camping-and-hiking,hiking-footwear,2020-10-20
Keen Targhee II Mid Waterproof Light Trail Shoes - Women's,Keen,189.95,0,3.7,3,camping-and-hiking,hiking-footwear,2020-10-20
WrightSock Double Layer Escape Crew Socks - Unisex,WrightSock,23.95,0,4.3,12,camping-and-hiking,hiking-footwear,2020-10-20
Oboz Sypes Mid Leather B-Dry Hiking Shoes - Women's,Oboz,209.95,0,0.0,0,camping-and-hiking,hiking-footwear,2020-10-20
Keen Targhee II Mid Waterproof Light Trail Shoes - Men's,Keen,189.95,0,2.6,5,camping-and-hiking,hiking-footwear,2020-10-20
Yaktrax Pro Traction Device - Unisex,Yaktrax,34.95,0,3.4,186,camping-and-hiking,hiking-footwear,2020-10-20
Scarpa ZG Lite Gore-Tex Hiking Boots - Men's,Scarpa,249.95,0,5.0,2,camping-and-hiking,hiking-footwear,2020-10-20
Darn Tough Midweight Hiker Boot Socks - Women's,Darn Tough,34.95,0,5.0,16,camping-and-hiking,hiking-footwear,2020-10-20
Merrell Moab 2 Mid Waterproof Light Trail Shoes - Men's,Merrell,179.95,0,3.2,12,camping-and-hiking,hiking-footwear,2020-10-20
Darn Tough Midweight Hiker Boot Socks - Unisex,Darn Tough,32.95,0,4.8,21,camping-and-hiking,hiking-footwear,2020-10-20
Lowa Renegade Gore-Tex Mid Light Hiking Boots - Women's,Lowa,339.95,0,4.0,3,camping-and-hiking,hiking-footwear,2020-10-20
Vasque Breeze AT Mid Gore-Tex Hiking Boots - Men's,Vasque,199.95,0,4.0,3,camping-and-hiking,hiking-footwear,2020-10-20
Arc'teryx Acrux TR Gore-Tex Hiking Boots - Men's,Arc'teryx,339.95,0,4.2,20,camping-and-hiking,hiking-footwear,2020-10-20
Oboz Sawtooth II Low B-Dry Waterproof Light Trail - Women's,Oboz,179.95,0,4.8,6,camping-and-hiking,hiking-footwear,2020-10-20
Oboz Bridger Low Waterproof Light Trail Shoes - Men's,Oboz,189.95,0,4.5,20,camping-and-hiking,hiking-footwear,2020-10-20
Salomon Vaya Mid Gore-Tex Light Trail Shoes - Women's,Salomon,189.95,0,4.3,29,camping-and-hiking,hiking-footwear,2020-10-20
Arc'teryx Aerios FL Gore-Tex Light Hiking Shoes - Men's,Arc'teryx,199.95,0,4.1,31,camping-and-hiking,hiking-footwear,2020-10-20
Darn Tough Hiker Cushion 1/4 Socks - Women's,Darn Tough,24.95,0,4.8,6,camping-and-hiking,hiking-footwear,2020-10-20
Darn Tough Light Hiker Light Cushion Micro Crew Socks - Unisex,Darn Tough,27.95,0,3.5,2,camping-and-hiking,hiking-footwear,2020-10-20
Salomon Outline Mid Gore-Tex Trail Shoes - Men's,Salomon,179.95,0,4.3,26,camping-and-hiking,hiking-footwear,2020-10-20
Salomon OUTline Gore-Tex Light Trail Shoes - Women's,Salomon,159.95,0,4.6,19,camping-and-hiking,hiking-footwear,2020-10-20
Smartwool PhD Outdoor Light Crew Socks - Women's,Smartwool,28.95,0,4.7,66,camping-and-hiking,hiking-footwear,2020-10-20
IceTrekkers ICETrekkers - Diamond Grip - Unisex,IceTrekkers,49.95,0,3.0,64,camping-and-hiking,hiking-footwear,2020-10-20
STABILicers Walk Traction Device - Unisex,STABILicers,29.95,0,3.9,63,camping-and-hiking,hiking-footwear,2020-10-20
Oboz Sypes Low Leather B-Dry Light Trail Shoes - Men's,Oboz,189.95,0,5.0,1,camping-and-hiking,hiking-footwear,2020-10-20
Lowa Renegade Gore-Tex Mid Light Hiking Boots - Men's,Lowa,339.95,0,3.5,2,camping-and-hiking,hiking-footwear,2020-10-20
Salomon OUTward Gore-Tex Hiking Boots - Men's,Salomon,229.95,0,3.0,3,camping-and-hiking,hiking-footwear,2020-10-20
Scarpa Moraine Gore-Tex Light Trail Shoes - Women's,Scarpa,219.95,0,5.0,3,camping-and-hiking,hiking-footwear,2020-10-20
Smartwool Trekking Heavy Crew Socks - Unisex,Smartwool,27.95,0,4.9,110,camping-and-hiking,hiking-footwear,2020-10-20
Arc'teryx Norvan VT 2 Trail Running Shoes - Women's,Arc'teryx,189.95,30,4.4,10,camping-and-hiking,hiking-footwear,2020-10-20
La Sportiva Wildcat 2.0 Gore-Tex Trail Running Shoes - Men's,La Sportiva,174.95,0,4.4,17,camping-and-hiking,hiking-footwear,2020-10-20
Salomon XA Pro 3D v8 Trail Running Shoes - Men's,Salomon,169.95,0,4.2,29,camping-and-hiking,hiking-footwear,2020-10-20
MEC Trailboost Merino Crew Socks - Women's,MEC,14.95,0,4.7,3,camping-and-hiking,hiking-footwear,2020-10-20
Outdoor Research Crocodile Gaiters - Unisex,Outdoor Research,94.95,0,4.5,4,camping-and-hiking,hiking-footwear,2020-10-20
Vasque Breeze AT Mid Gore-Tex Hiking Boots - Women's,Vasque,199.95,0,3.2,5,camping-and-hiking,hiking-footwear,2020-10-20
La Sportiva Stream Gore-Tex Surround Light Trail Shoes - Men's,La Sportiva,229.95,0,4.3,18,camping-and-hiking,hiking-footwear,2020-10-20
Salomon OUTbound Gore-Tex Light Trail Shoes - Women's,Salomon,139.95,0,4.5,6,camping-and-hiking,hiking-footwear,2020-10-20
Oboz Sawtooth II Mid B-Dry Waterproof Hiking Boots - Women's,Oboz,199.95,0,0.0,0,camping-and-hiking,hiking-footwear,2020-10-20
Merrell Moab 2 Vent Light Trail Shoes - Men's,Merrell,139.95,0,4.6,8,camping-and-hiking,hiking-footwear,2020-10-20
La Sportiva Stream Gore-Tex Surround Light Trail Shoes - Women's,La Sportiva,229.95,0,5.0,4,camping-and-hiking,hiking-footwear,2020-10-20
Zamberlan 900 Rolle Evo 2 Gore-Tex Hiking Boots - Women's,Zamberlan,239.95,0,5.0,1,camping-and-hiking,hiking-footwear,2020-10-20
Merrell Nova 2 Mid Waterproof Light Trail Shoes - Men's,Merrell,179.95,0,0.0,0,camping-and-hiking,hiking-footwear,2020-10-20
Teva Tirra Sandals - Women's,Teva,109.95,0,4.7,1310,camping-and-hiking,hiking-footwear,2020-10-20
J.B. Field's Thermal Winter Hiker Socks - Unisex,J.B. Field's,15.95,0,4.4,7,camping-and-hiking,hiking-footwear,2020-10-20
Zamberlan 900 Rolle Evo 2 Gore-Tex Hiking Boots - Men's,Zamberlan,239.95,0,5.0,3,camping-and-hiking,hiking-footwear,2020-10-20
Merrell Moab 2 Waterproof Light Trail Shoes - Women's,Merrell,159.95,0,3.6,5,camping-and-hiking,hiking-footwear,2020-10-20
Timberland Mt Maddsen Mid Leather Waterproof Hiking Boot - Women's,Timberland,139.95,0,4.5,117,camping-and-hiking,hiking-footwear,2020-10-20
Darn Tough Midweight Micro Crew Hiker Cushion Socks - Unisex,Darn Tough,29.95,0,5.0,3,camping-and-hiking,hiking-footwear,2020-10-20
MEC Trailboost Merino Quarter Socks - Women's,MEC,14.95,0,5.0,2,camping-and-hiking,hiking-footwear,2020-10-20
Oboz Arete Low B-Dry Light Trail Shoes - Men's,Oboz,174.95,0,0.0,0,camping-and-hiking,hiking-footwear,2020-10-20
Oboz Arete Mid B-Dry Hiking Shoes - Men's,Oboz,199.95,0,4.0,2,camping-and-hiking,hiking-footwear,2020-10-20
Zamberlan 330 Marie Gore-Tex Backpacking Boots - Women's,Zamberlan,319.95,0,4.2,4,camping-and-hiking,hiking-footwear,2020-10-20
Darn Tough Three Peaks Light Cushion Hiker Micro Crew Socks - Women's,Darn Tough,27.95,0,5.0,2,camping-and-hiking,hiking-footwear,2020-10-20
Salomon X Ultra 3 Gore-Tex Light Trail Shoes - Men's,Salomon,179.95,0,4.1,109,camping-and-hiking,hiking-footwear,2020-10-20
Life-Sports Spike Pro2 Traction Device - Unisex,Life-Sports,69.95,0,0.0,0,camping-and-hiking,hiking-footwear,2020-10-20
Scarpa Moraine Gore-Tex Light Trail Shoes - Men's,Scarpa,219.95,0,1.5,4,camping-and-hiking,hiking-footwear,2020-10-20
Smartwool Mountaineering Extra Heavy Crew - Unisex,Smartwool,29.95,0,4.8,71,camping-and-hiking,hiking-footwear,2020-10-20
Keen Terradora II Waterproof Light Trail Shoes - Women's,Keen,174.95,0,3.0,4,camping-and-hiking,hiking-footwear,2020-10-20
Oboz Sawtooth II Mid B-Dry Waterproof Light Trail Shoes - Men's,Oboz,199.95,0,4.2,4,camping-and-hiking,hiking-footwear,2020-10-20
La Sportiva Nucleo High Gore-Tex Surround Light Trail Shoes - Men's,La Sportiva,249.95,0,4.3,33,camping-and-hiking,hiking-footwear,2020-10-20
Darn Tough ABC Midweight Hiker Cushion Boot Socks - Unisex,Darn Tough,31.95,0,5.0,3,camping-and-hiking,hiking-footwear,2020-10-20
La Sportiva Wildcat 2.0 Gore-Tex Trail Running Shoes - Women's,La Sportiva,174.95,0,4.2,18,camping-and-hiking,hiking-footwear,2020-10-20
Superfeet Green Insoles - Unisex,Superfeet,49.95,0,4.4,262,camping-and-hiking,hiking-footwear,2020-10-20
Oboz Sawtooth II Low Light Trail Shoes - Men's,Oboz,149.95,0,4.0,4,camping-and-hiking,hiking-footwear,2020-10-20
Zamberlan 1111 Aspen Gore-Tex RR Backpacking Boots - Men's,Zamberlan,409.95,0,4.0,1,camping-and-hiking,hiking-footwear,2020-10-20
Arc'teryx Norvan LD 2 Trail Running Shoes - Women's,Arc'teryx,125.94,30,4.0,8,camping-and-hiking,hiking-footwear,2020-10-20
The North Face Ultra Fastpack IV Mid FutureLight Light Trail Shoes - Women's,The North Face,199.99,0,4.3,3,camping-and-hiking,hiking-footwear,2020-10-20
La Sportiva Trango Tech Leather Gore-Tex Mountaineering Boots - Men's,La Sportiva,329.95,0,4.3,3,camping-and-hiking,hiking-footwear,2020-10-20
Zamberlan 1025 Tofane NW Gore-Tex Backpacking Boots - Women's,Zamberlan,449.95,0,5.0,1,camping-and-hiking,hiking-footwear,2020-10-20
La Sportiva Spire Gore-Tex Surround Light Trail Shoes - Women's,La Sportiva,209.95,0,4.6,11,camping-and-hiking,hiking-footwear,2020-10-20
Smartwool Hike Medium Crew Socks - Unisex,Smartwool,22.95,0,4.7,128,camping-and-hiking,hiking-footwear,2020-10-20
Salomon XA Wild Gore-Tex Trail Running Shoes - Women's,Salomon,189.95,0,3.6,11,camping-and-hiking,hiking-footwear,2020-10-20
Arc'teryx Aerios FL Mid Gore-Tex Light Hiking Shoes - Women's,Arc'teryx,214.95,0,3.6,10,camping-and-hiking,hiking-footwear,2020-10-20
Bridgedale Storm Lightweight Boot Socks - Unisex,Bridgedale,59.95,0,4.7,3,camping-and-hiking,hiking-footwear,2020-10-20
Darn Tough Hiker Cushion Quarter Socks - Unisex,Darn Tough,24.95,0,4.0,3,camping-and-hiking,hiking-footwear,2020-10-20
Darn Tough Light Hiker Light Cushion Micro Crew Socks - Unisex,Darn Tough,27.95,0,4.0,16,camping-and-hiking,hiking-footwear,2020-10-20
Darn Tough Phat Witch Crew Light Cushion Socks - Women's,Darn Tough,29.95,0,5.0,2,camping-and-hiking,hiking-footwear,2020-10-20
Wigwam Tamarack Trail NXT Mid Crew Socks - Unisex,Wigwam,17.95,0,5.0,1,camping-and-hiking,hiking-footwear,2020-10-20
Lowa Camino Gore-Tex Backpacking Boots - Men's,Lowa,419.95,0,3.5,2,camping-and-hiking,hiking-footwear,2020-10-20
Moneysworth Hiker Laces - Round - Unisex,Moneysworth,4.25,0,2.0,4,camping-and-hiking,hiking-footwear,2020-10-20
Scarpa Mojito Outdoor Athletic Shoes - Men's,Scarpa,179.95,0,4.8,17,camping-and-hiking,hiking-footwear,2020-10-20
Scarpa Moraine Mid Gore-Tex Light Trail Shoes - Men's,Scarpa,229.95,0,4.5,61,camping-and-hiking,hiking-footwear,2020-10-20
Vasque Breeze LT Low Gore-Tex Light Trail Shoes - Women's,Vasque,189.95,0,4.5,11,camping-and-hiking,hiking-footwear,2020-10-20
Yaktrax Running Ice Traction Device - Unisex,Yaktrax,44.95,0,3.2,61,camping-and-hiking,hiking-footwear,2020-10-20
Darn Tough Light Hiker Light Cushion Micro Crew Socks - Women's,Darn Tough,27.95,0,5.0,1,camping-and-hiking,hiking-footwear,2020-10-20
Zamberlan 960 Guide Gore-Tex RR Hiking Boots - Men's,Zamberlan,379.95,0,4.7,15,camping-and-hiking,hiking-footwear,2020-10-20
The North Face Ultra Fastpack IV Mid FutureLight Light Trail Shoes - Men's,The North Face,199.99,0,1.0,2,camping-and-hiking,hiking-footwear,2020-10-20
Keen Explore Mid Waterproof Light Trail Shoes - Women's,Keen,159.95,0,2.5,2,camping-and-hiking,hiking-footwear,2020-10-20
Smartwool Hike Medium Crew Socks - Women's,Smartwool,24.95,0,4.8,86,camping-and-hiking,hiking-footwear,2020-10-20
Vasque Talus AT Ultradry Hiking Boots - Women's,Vasque,179.95,0,3.7,7,camping-and-hiking,hiking-footwear,2020-10-20
Smartwool PhD Outdoor Light Crew Socks - Unisex,Smartwool,28.95,0,4.6,101,camping-and-hiking,hiking-footwear,2020-10-20
Oboz Sawtooth II Light Trail Shoes - Women's,Oboz,149.95,0,4.0,1,camping-and-hiking,hiking-footwear,2020-10-20
Salomon XA Pro 3D v8 Gore-Tex Trail Running Shoes - Women's,Salomon,199.95,0,3.7,6,camping-and-hiking,hiking-footwear,2020-10-20
Arc'teryx Acrux TR Gore-Tex Hiking Boots - Women's,Arc'teryx,339.95,0,4.1,9,camping-and-hiking,hiking-footwear,2020-10-20
